Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
9/30/2016,73760,36116,AL,Montgomery,Montgomery,Montgomery,1039,83700,0.003597122,0.013317191,0.043640898,-0.015065066,-0.012375825,2008-07,2008-Q3,100000,-0.163,2004-04
9/30/2016,90766,75214,TX,Dallas-Fort Worth,Dallas,Dallas,1040,479300,0.012035473,0.028540773,0.124853321,0.100523818,0.052952929,2016-09,2016-Q3,479300,0,2016-09
9/30/2016,96185,90630,CA,Los Angeles-Long Beach-Anaheim,Orange,Cypress,1041,617000,0.001948685,0.009819967,0.047716081,0.071667803,-0.002871467,2006-08,2006-Q3,637200,-0.031701193,2005-12
9/30/2016,94801,85206,AZ,Phoenix,Maricopa,Mesa,1042,198700,0.006585613,0.023171988,0.06827957,0.091596082,-0.01638753,2006-04,2006-Q2,239300,-0.169661513,2005-07
9/30/2016,74394,37620,TN,Kingsport,Sullivan,Bristol,1043,111800,0.005395683,0.021937843,0.062737643,0.028383518,0.013572279,2016-09,2016-Q3,111800,0,2016-09
9/30/2016,69762,28173,NC,Charlotte,Union,Waxhaw,1044,350000,0.003440367,0.014198783,0.064476886,0.044597039,0.017657471,2016-09,2016-Q3,350000,0,2016-09
9/30/2016,63878,15068,PA,Pittsburgh,Westmoreland,New Kensington,1045,103500,0,0.004854369,0.023738872,0.029723363,0.016355795,2016-09,2016-Q3,103500,0,2016-09
9/30/2016,66886,21502,MD,Cumberland,Allegany,Cumberland,1046,76800,0,0.014531044,-0.009032258,-0.011809391,-0.013296496,2008-04,2008-Q2,98000,-0.216326531,2005-08
9/30/2016,91902,77396,TX,Houston,Harris,Atascocita,1047,153300,0.005245902,0.022,0.106060606,0.078419886,0.014995072,2016-09,2016-Q3,153300,0,2016-09
9/30/2016,60563,7052,NJ,New York,Essex,West Orange,1048,356500,0.01798972,0.023542923,0.040572096,0.028214084,-0.017791093,2006-05,2006-Q2,433600,-0.177813653,2004-05
9/30/2016,84444,60201,IL,Chicago,Cook,Evanston,1049,396400,0.003036437,0.00379843,0.041239821,0.050738386,-0.004382882,2007-02,2007-Q1,425100,-0.067513526,2006-02
9/30/2016,95044,85706,AZ,Tucson,Pima,Tucson,1050,114300,0.01061008,0.02236136,0.095877277,0.087340784,-0.028866923,2007-03,2007-Q1,153900,-0.257309942,2005-03
9/30/2016,72154,32703,FL,Orlando,Orange,Apopka,1051,159800,0.015247776,0.038336582,0.122979621,0.108446358,-0.033078807,2006-12,2006-Q4,224500,-0.288195991,2005-04
9/30/2016,96629,92078,CA,San Diego,San Diego,San Marcos,1052,558900,0.011766836,0.027767562,0.058322287,0.093115261,0.000358552,2006-04,2006-Q2,571200,-0.021533613,2005-12
9/30/2016,99772,98387,WA,Seattle,Pierce,Spanaway,1053,239300,0.010984368,0.032801036,0.088221919,0.065317947,-0.004404556,2007-03,2007-Q1,256000,-0.065234375,2006-03
9/30/2016,96414,91405,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1054,491800,0.003059351,0.014020619,0.087331417,0.100482686,-0.01149908,2006-11,2006-Q4,553500,-0.111472448,2005-08
9/30/2016,84378,60126,IL,Chicago,Du Page,Elmhurst,1055,373800,0.0067331,0.016036967,0.058024342,0.039618828,-0.011232044,2007-01,2007-Q1,424400,-0.119227144,2004-08
9/30/2016,95984,90003,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1056,325900,0.00307787,0.007730365,0.078424884,0.124070896,-0.021640106,2006-12,2006-Q4,410600,-0.206283488,2005-10
9/30/2016,85940,63122,MO,St. Louis,Saint Louis,Kirkwood,1057,300200,0.009754457,0.027378508,0.086107091,0.044563111,0.016651932,2016-09,2016-Q3,300200,0,2016-09
9/30/2016,66744,21043,MD,Baltimore,Howard,Ellicott City,1058,434700,0.002305741,0.007649513,0.024269557,0.02378327,-0.007502392,2006-08,2006-Q3,469200,-0.073529412,2005-07
9/30/2016,94941,85365,AZ,Yuma,Yuma,Yuma,1059,160400,0.022307202,0.063660477,0.024920128,0.029201531,-0.029232357,2006-09,2006-Q3,215800,-0.256719184,2005-03
9/30/2016,96028,90047,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1060,395100,0.005855397,0.021722265,0.116417067,0.100652224,-0.015882412,2007-04,2007-Q2,468900,-0.157389635,2005-10
9/30/2016,72897,33904,FL,Fort Myers,Lee,Cape Coral,1061,209900,0.0105922,0.032972441,0.118273841,0.109582429,-0.027567875,2006-02,2006-Q1,313500,-0.33046252,2004-11
9/30/2016,90768,75216,TX,Dallas-Fort Worth,Dallas,Dallas,1062,61300,0.001633987,0.01322314,0.169847328,0.081141344,,2016-09,2016-Q3,61300,0,2016-09
9/30/2016,72234,32808,FL,Orlando,Orange,Pine Hills,1063,87100,0.011614402,0.036904762,0.10955414,0.081385575,-0.061491827,2006-12,2006-Q4,167400,-0.479689367,2003-08
9/30/2016,72158,32708,FL,Orlando,Seminole,Winter Springs,1064,229100,0.00659051,0.019581664,0.089396101,0.087094178,-0.019652899,2006-07,2006-Q3,281200,-0.185277383,2005-07
9/30/2016,91191,76017,TX,Dallas-Fort Worth,Tarrant,Arlington,1065,181200,0.009470752,0.035428571,0.12616532,0.073670188,0.027758075,2016-09,2016-Q3,181200,0,2016-09
9/30/2016,99013,97007,OR,Portland,Washington,Beaverton,1066,382400,0.007110877,0.032955159,0.125036776,0.090029617,0.01614733,2016-09,2016-Q3,382400,0,2016-09
9/30/2016,96369,91343,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1067,511900,0.005499902,0.018301174,0.077003997,0.087139499,-0.008532578,2006-05,2006-Q2,562800,-0.090440654,2005-07
9/30/2016,99627,98204,WA,Seattle,Snohomish,Paine Field-Lake Stickney,1068,255600,0.00748916,0.020766773,0.094178082,0.096849382,0.000510035,2007-09,2007-Q3,272400,-0.061674009,2006-10
9/30/2016,66701,20902,MD,Washington,Montgomery,Silver Spring,1069,380400,0.005285412,0.013319126,0.043907794,0.03700647,-0.0114664,2006-12,2006-Q4,429900,-0.115143057,2005-05
9/30/2016,95999,90018,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1070,536600,0.009595484,0.025415632,0.097790507,0.14929869,0.004978998,2016-09,2016-Q3,536600,0,2016-09
9/30/2016,88631,70508,LA,Lafayette,Lafayette,Lafayette,1071,211600,0.015355086,0.014868106,0.026686075,0.022199034,0.007277323,2009-11,2009-Q4,222000,-0.046846847,2009-07
9/30/2016,95997,90016,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1072,560400,0.014115092,0.037969994,0.15308642,0.139104541,0.005252078,2016-09,2016-Q3,560400,0,2016-09
9/30/2016,74157,37076,TN,Nashville,Davidson,Nashville,1073,191900,0.008407777,0.034501348,0.106051873,0.060442362,0.022912191,2016-09,2016-Q3,191900,0,2016-09
9/30/2016,69728,28117,NC,Charlotte,Iredell,Mooresville,1074,344400,0.008196721,0.032683658,0.090563648,0.041232727,0.019649729,2016-09,2016-Q3,344400,0,2016-09
9/30/2016,70365,29210,SC,Columbia,Richland,Columbia,1075,100800,0.004985045,0.008,0.053291536,-0.009073108,-0.011883344,2006-11,2006-Q4,114500,-0.119650655,2004-06
9/30/2016,67609,23234,VA,Richmond,Richmond City,Richmond,1076,140100,0.013015184,0.037009623,0.066210046,0.025876335,-0.00850995,2007-10,2007-Q4,160200,-0.125468165,2005-10
9/30/2016,71168,30518,GA,Atlanta,Gwinnett,Sugar Hill,1077,209200,0.008678881,0.024485798,0.079463364,0.068509406,0.004758938,2016-09,2016-Q3,209200,0,2016-09
9/30/2016,70855,30076,GA,Atlanta,Fulton,Roswell,1078,309200,0.00520156,0.01878089,0.078479247,0.065926557,0.01724721,2016-09,2016-Q3,309200,0,2016-09
9/30/2016,97703,94403,CA,San Francisco,San Mateo,San Mateo,1079,1252100,-0.003263811,-0.002946329,0.058858351,0.135462275,0.041508746,2016-07,2016-Q3,1258400,-0.005006357,2016-06
9/30/2016,75712,40509,KY,Lexington,Fayette,Lexington,1080,193700,0.008328995,0.022703273,0.077907624,0.027779602,0.011307563,2016-09,2016-Q3,193700,0,2016-09
9/30/2016,88819,70810,LA,Baton Rouge,East Baton Rouge,Baton Rouge,1081,221200,0.000452284,-0.001805054,0.008204193,0.026166358,0.018972036,2016-05,2016-Q2,221900,-0.003154574,2015-11
9/30/2016,78035,46220,IN,Indianapolis,Marion,Indianapolis,1082,187000,0.009719222,0.028037383,0.013001083,0.022635975,0.002109839,2015-06,2015-Q2,197600,-0.053643725,2015-01
9/30/2016,96560,91942,CA,San Diego,San Diego,La Mesa,1083,450100,0.004239179,0.019479049,0.0288,0.0788967,-0.002433236,2006-03,2006-Q1,484200,-0.070425444,2004-08
9/30/2016,96104,90247,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Gardena,1084,437700,0.002519469,0.006438262,0.07622326,0.084026342,-0.013100791,2006-09,2006-Q3,499400,-0.123548258,2005-08
9/30/2016,96464,91702,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Azusa,1085,399500,0.001504136,0.005031447,0.041992697,0.086959055,-0.011634966,2007-04,2007-Q2,452600,-0.117322139,2005-08
9/30/2016,85871,63026,MO,St. Louis,Saint Louis,Fenton,1086,204500,0.007389163,0.023523524,0.080295827,0.032000913,0.003743414,2016-09,2016-Q3,204500,0,2016-09
9/30/2016,84491,60440,IL,Chicago,Will,Bolingbrook,1087,173800,0.009877978,0.025368732,0.038852361,0.029070101,-0.019440526,2007-03,2007-Q1,213100,-0.18442046,2004-02
9/30/2016,69842,28306,NC,Fayetteville,Cumberland,Fayetteville,1088,157100,0.001913265,0.018806744,0.064363144,0.013931097,0.018334574,2016-09,2016-Q3,157100,0,2016-09
9/30/2016,97274,93446,CA,San Luis Obispo,San Luis Obispo,Paso Robles,1089,436200,-0.0002292,0.002297794,0.045792376,0.071176776,-0.015161314,2006-05,2006-Q2,523300,-0.166443723,2005-02
9/30/2016,81282,53202,WI,Milwaukee,Milwaukee,Milwaukee,1090,240100,0.008399832,0.029588336,0.076681614,0.027347421,-0.006236295,2008-03,2008-Q1,258700,-0.071897951,2005-06
9/30/2016,93487,80631,CO,Greeley,Weld,Greeley,1091,176200,0.01556196,0.030409357,0.104010025,0.131743316,0.029147077,2016-09,2016-Q3,176200,0,2016-09
9/30/2016,72464,33161,FL,Miami-Fort Lauderdale,Miami-Dade,North Miami,1092,202300,0.012512513,0.050363448,0.149431818,0.133742496,-0.036495877,2006-12,2006-Q4,296200,-0.31701553,2005-04
9/30/2016,70455,29412,SC,Charleston,Charleston,Charleston,1093,279100,0.0043181,0.023844461,0.091940532,0.061490099,0.00891341,2016-09,2016-Q3,279100,0,2016-09
9/30/2016,97215,93291,CA,Visalia,Tulare,Visalia,1094,219400,0.005038937,0.016682113,0.059391598,0.078444394,-0.019296675,2006-06,2006-Q2,272500,-0.194862385,2005-02
9/30/2016,93201,80011,CO,Denver,Arapahoe,Aurora,1095,240100,0.009247583,0.03580673,0.18802573,0.152662145,0.038918119,2016-09,2016-Q3,240100,0,2016-09
9/30/2016,71319,30809,GA,Augusta,Columbia,Evans,1096,226300,0.001770695,0.005330964,0.031919745,0.020864989,0.001201002,2008-03,2008-Q1,234500,-0.034968017,2007-02
9/30/2016,72468,33165,FL,Miami-Fort Lauderdale,Miami-Dade,University Park,1097,328200,0.012650417,0.042897998,0.119372442,0.123679923,-0.022554562,2007-04,2007-Q2,422700,-0.223562811,2005-06
9/30/2016,95051,85713,AZ,Tucson,Pima,Tucson,1098,103800,0.011695906,0.020648968,0.110160428,0.069734073,-0.031394536,2006-07,2006-Q3,143500,-0.276655052,2004-12
9/30/2016,69934,28412,NC,Wilmington,New Hanover,Wilmington,1099,180000,0.005025126,0.01010101,0.043478261,0.033308091,-0.010431252,2007-08,2007-Q3,203600,-0.115913556,2006-01
9/30/2016,65369,18104,PA,Allentown,Lehigh,South Whitehall Township,1100,193700,0.004147227,0.008854167,0.002587992,0.006742421,-0.014823562,2007-06,2007-Q2,225500,-0.141019956,2005-05
9/30/2016,96868,92407,CA,Riverside,San Bernardino,San Bernardino,1101,274500,0.008079324,0.024636058,0.087128713,0.126822673,-0.024920848,2006-07,2006-Q3,355200,-0.227195946,2005-03
9/30/2016,73198,34744,FL,Orlando,Osceola,Kissimmee,1102,189400,0.015005359,0.034407428,0.084765178,0.104742165,-0.030098145,2006-08,2006-Q3,257400,-0.264180264,2005-03
9/30/2016,91738,77089,TX,Houston,Harris,Houston,1103,157500,0.007033248,0.024723487,0.136363636,0.069991088,0.019296015,2016-09,2016-Q3,157500,0,2016-09
9/30/2016,96339,91304,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1104,585100,0.006710255,0.021473464,0.060155825,0.084731445,-0.003338982,2006-03,2006-Q1,609400,-0.039875287,2005-10
9/30/2016,86715,65201,MO,Columbia,Boone,Columbia,1105,140000,-0.003558719,-0.005681818,0.005025126,0.013068566,-0.002535703,2005-06,2005-Q2,147200,-0.048913043,2004-07
9/30/2016,63166,13601,NY,Watertown,Jefferson,Town of Watertown,1106,124000,0.018062397,0.041141898,0.010594947,-0.008795336,0.021846401,2012-06,2012-Q2,131000,-0.053435115,2010-02
9/30/2016,96024,90043,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1107,519600,0.010698308,0.027283511,0.179836512,0.116787504,-0.002449357,2007-04,2007-Q2,548500,-0.052689152,2006-06
9/30/2016,98431,95822,CA,Sacramento,Sacramento,Sacramento,1108,250800,0.013333333,0.043261231,0.142596811,0.154086308,-0.018210398,2005-12,2005-Q4,315000,-0.203809524,2004-09
9/30/2016,91657,77008,TX,Houston,Harris,Houston,1109,378300,-0.010462987,-0.026254826,-0.069830342,0.066404838,0.049478507,2015-10,2015-Q4,406900,-0.07028754,2014-08
9/30/2016,97068,92870,CA,Los Angeles-Long Beach-Anaheim,Orange,Placentia,1110,654000,0.005689682,0.021555764,0.045730732,0.083875798,-0.002429006,2006-05,2006-Q2,680500,-0.038941954,2005-11
9/30/2016,94957,85383,AZ,Phoenix,Maricopa,Peoria,1111,352100,0.005138453,0.014697406,0.047293278,0.087484325,-0.021750039,2006-06,2006-Q2,442300,-0.203933981,2005-04
9/30/2016,97568,94114,CA,San Francisco,San Francisco,San Francisco,1112,1538000,-0.007933948,-0.028242876,-0.050089556,0.093277674,0.032482123,2016-02,2016-Q1,1626500,-0.054411313,2015-03
9/30/2016,72601,33435,FL,Miami-Fort Lauderdale,Palm Beach,Boynton Beach,1113,140800,0.01294964,0.035294118,0.119236884,0.116098236,,2016-09,2016-Q3,140800,0,2016-09
9/30/2016,98949,96818,HI,Urban Honolulu,Honolulu,Honolulu,1114,468200,0.00472103,0.018711923,0.079548075,0.052680535,0.019019185,2016-09,2016-Q3,468200,0,2016-09
9/30/2016,70452,29407,SC,Charleston,Charleston,Charleston,1115,248600,0.007701662,0.026000825,0.092267135,0.06179897,0.011700515,2016-09,2016-Q3,248600,0,2016-09
9/30/2016,91737,77088,TX,Houston,Harris,Houston,1116,121800,0.011627907,0.049095607,0.11030082,0.082347422,0.013514037,2016-09,2016-Q3,121800,0,2016-09
9/30/2016,93307,80231,CO,Denver,Denver,Denver,1117,288200,-0.001731902,-0.013013699,0.075373134,0.092236912,0.03250574,2016-04,2016-Q2,294500,-0.02139219,2016-01
9/30/2016,97501,94010,CA,San Francisco,San Mateo,Burlingame,1118,2182800,-0.008359077,-0.031588287,-9.1617E-05,0.105393955,0.040901484,2016-05,2016-Q2,2259400,-0.033902806,2015-09
9/30/2016,77065,44203,OH,Akron,Summit,Barberton,1119,90600,0.012290503,0.031890661,0.035428571,0.014278338,-0.015575909,2007-05,2007-Q2,107000,-0.153271028,2001-07
9/30/2016,70708,29803,SC,Augusta,Aiken,Aiken,1120,154200,0.001949318,0.005215124,0.035594359,0.010022043,,2016-09,2016-Q3,154200,0,2016-09
9/30/2016,85863,63017,MO,St. Louis,Saint Louis,Chesterfield,1121,362500,0.006664815,0.012004467,0.054392088,0.037469492,0.01029795,2016-09,2016-Q3,362500,0,2016-09
9/30/2016,97992,95124,CA,San Jose,Santa Clara,San Jose,1122,1070900,-0.001678009,0.000747594,0.067058589,0.11485822,0.037946911,2016-08,2016-Q3,1072700,-0.001678009,2016-07
9/30/2016,88043,68516,NE,Lincoln,Lancaster,Lincoln,1123,225600,0.002666667,0.008493518,0.048327138,0.041947862,0.026252038,2016-09,2016-Q3,225600,0,2016-09
9/30/2016,74647,38109,TN,Memphis,Shelby,Memphis,1124,53600,0.015151515,0.032755299,0.118997912,0.030606252,-0.01757709,2007-06,2007-Q2,67400,-0.204747774,1999-11
9/30/2016,61186,8816,NJ,New York,Middlesex,East Brunswick,1125,350300,-0.000570613,-0.010172365,0.008928571,0.017686665,-0.013229164,2006-05,2006-Q2,403700,-0.132276443,2004-10
9/30/2016,72481,33179,FL,Miami-Fort Lauderdale,Miami-Dade,Ives Estates,1126,124700,-0.000801282,0.008084074,0.043514644,0.133648571,-0.047655068,2006-08,2006-Q3,204200,-0.389324192,2004-08
9/30/2016,70819,30034,GA,Atlanta,Dekalb,Panthersville,1127,103400,0.014720314,0.061601643,0.160493827,0.0993271,-0.03101943,2006-11,2006-Q4,142600,-0.274894811,1999-07
9/30/2016,99565,98105,WA,Seattle,King,Seattle,1128,812100,-0.001843658,-0.000369276,0.119674617,0.102040147,0.035742337,2016-07,2016-Q3,813900,-0.002211574,2016-06
9/30/2016,97795,94590,CA,Vallejo,Solano,Vallejo,1129,284300,0.011743772,0.041773543,0.156631408,0.174513329,-0.035620767,2006-04,2006-Q2,415800,-0.316257816,2003-10
9/30/2016,99683,98277,WA,Oak Harbor,Island,Oak Harbor,1130,279200,0.007578492,0.027603975,0.123993559,0.041348542,0.007072675,2016-09,2016-Q3,279200,0,2016-09
9/30/2016,96003,90022,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,East Los Angeles,1131,394400,0.004329004,0.019912077,0.108487915,0.094592926,-0.011463864,2007-05,2007-Q2,452700,-0.128782858,2005-12
9/30/2016,71877,32224,FL,Jacksonville,Duval,Jacksonville,1132,251900,0.005990415,0.023151909,0.055741827,0.063221347,-0.008229451,2006-07,2006-Q3,275700,-0.086325716,2005-12
9/30/2016,93296,80220,CO,Denver,Denver,Denver,1133,449600,0.00875028,0.026249715,0.084418717,0.104036555,0.043606125,2016-09,2016-Q3,449600,0,2016-09
9/30/2016,82126,55125,MN,Minneapolis-St Paul,Washington,Woodbury,1134,280200,0.005743001,0.017429194,0.039703154,0.051001505,-0.000107003,2006-04,2006-Q2,285200,-0.017531557,2005-03
9/30/2016,67790,23669,VA,Virginia Beach,Hampton City,Hampton,1135,165100,0.001820388,0.007936508,0.035759097,-0.00240532,-0.011048325,2007-11,2007-Q4,191700,-0.138758477,2005-09
9/30/2016,99012,97006,OR,Portland,Washington,Beaverton,1136,345100,0.008474576,0.036025218,0.130733945,0.094120067,0.019318743,2016-09,2016-Q3,345100,0,2016-09
9/30/2016,96883,92504,CA,Riverside,Riverside,Riverside,1137,319300,0.007573367,0.025040128,0.094242632,0.124985799,-0.022768885,2006-09,2006-Q3,402000,-0.205721393,2005-03
9/30/2016,74385,37601,TN,Johnson City,Washington,Johnson City,1138,123300,0.001624695,0.004071661,0.013980263,0.015096687,0.013901766,2016-09,2016-Q3,123300,0,2016-09
9/30/2016,65795,19128,PA,Philadelphia,Philadelphia,Philadelphia,1139,227900,0.012888889,0.029358627,0.040639269,0.01380526,0.000660577,2007-08,2007-Q3,234200,-0.026900085,2007-04
9/30/2016,76745,43551,OH,Toledo,Wood,Perrysburg,1140,186400,0.005393743,0.011394466,0.037284363,0.023946145,0.003667319,2016-09,2016-Q3,186400,0,2016-09
9/30/2016,83941,59101,MT,Billings,Yellowstone,Billings,1141,157100,0.000636943,-0.003804692,0.045938748,0.030328416,0.014229367,2009-09,2009-Q3,168100,-0.06543724,2009-07
9/30/2016,82266,55416,MN,Minneapolis-St Paul,Hennepin,Saint Louis Park,1142,282800,0.004618117,0.02241504,0.064759036,0.049603538,0.00599198,2016-09,2016-Q3,282800,0,2016-09
9/30/2016,78822,47905,IN,Lafayette-West Lafayette,Tippecanoe,Lafayette,1143,131900,0,-0.006028636,-0.058529622,0.009354708,0.002771111,2015-08,2015-Q3,140500,-0.061209964,2014-12
9/30/2016,96018,90037,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1144,372100,0.008947939,0.017778993,0.048759865,0.115844949,-0.017908481,2007-05,2007-Q2,466200,-0.201844702,2005-09
9/30/2016,83520,58104,ND,Fargo,Cass,Fargo,1145,287000,0.003847499,0.01556971,0.066518023,0.064163907,0.039778683,2016-09,2016-Q3,287000,0,2016-09
9/30/2016,94757,85041,AZ,Phoenix,Maricopa,Phoenix,1146,159600,0.008849558,0.027027027,0.105263158,0.16553628,-0.033588001,2006-06,2006-Q2,225400,-0.291925466,2005-03
9/30/2016,84344,60089,IL,Chicago,Lake,Buffalo Grove,1147,295000,0.004768392,0.009928107,0.070003627,0.039202753,-0.017705628,2006-11,2006-Q4,353400,-0.165251839,2003-06
9/30/2016,98873,96734,HI,Urban Honolulu,Honolulu,Kailua,1148,945900,0.001376244,0.018959388,0.03728479,0.058070486,0.011691627,2016-09,2016-Q3,945900,0,2016-09
9/30/2016,74178,37115,TN,Nashville,Davidson,Nashville,1149,151300,0.014755198,0.060266293,0.160276074,0.077029716,0.023875385,2016-09,2016-Q3,151300,0,2016-09
9/30/2016,99667,98258,WA,Seattle,Snohomish,Lake Stevens,1150,327300,0.008007391,0.028275212,0.08234127,0.083876343,0.003742246,2007-08,2007-Q3,330700,-0.010281222,2007-06
9/30/2016,94408,84041,UT,Ogden,Davis,Layton,1151,199200,0.005045409,0.016326531,0.089119738,0.047433475,0.009906605,2008-06,2008-Q2,215200,-0.074349442,2007-05
9/30/2016,60884,7960,NJ,New York,Morris,Morris Township,1152,542300,-0.000368664,0.009681624,0.041082741,0.025906624,-0.007821631,2006-06,2006-Q2,589200,-0.079599457,2005-07
9/30/2016,72315,32940,FL,Melbourne,Brevard,Rockledge,1153,246300,0.006950123,0.014415157,0.069010417,0.081069645,-0.012211601,2006-01,2006-Q1,295700,-0.167061211,2005-01
9/30/2016,96026,90045,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,1154,997800,0.00594818,0.025804462,0.130907854,0.098182196,0.02472161,2016-09,2016-Q3,997800,0,2016-09
9/30/2016,93137,79928,TX,El Paso,El Paso,Horizon City,1155,113800,0.003527337,0.016979446,0.021543986,0.003193819,0.002675147,2008-01,2008-Q1,124100,-0.082997583,2006-12
9/30/2016,67595,23220,VA,Richmond,Richmond City,Richmond,1156,219700,0.004572474,0.012442396,0.049188157,0.048108029,0.013357063,2016-01,2016-Q1,220200,-0.002270663,2015-12
9/30/2016,65367,18102,PA,Allentown,Lehigh,Allentown,1157,81100,-0.003685504,-0.006127451,-0.016969697,0.006794787,-0.009252273,2007-11,2007-Q4,97700,-0.169907881,2006-01
9/30/2016,76996,44094,OH,Cleveland,Lake,Willoughby,1158,168300,-0.000593824,0,0.02,0.019244876,-0.012365796,2007-01,2007-Q1,191400,-0.120689655,2002-08
9/30/2016,96501,91761,CA,Riverside,San Bernardino,Ontario,1159,392800,0.003576903,0.006921302,0.045515039,0.101628944,-0.01508891,2006-05,2006-Q2,460600,-0.147199305,2005-06
9/30/2016,78976,48104,MI,Ann Arbor,Washtenaw,Ann Arbor,1160,358700,0.011562324,0.033419764,0.080421687,0.080376601,0.020821312,2016-09,2016-Q3,358700,0,2016-09
9/30/2016,71829,32159,FL,Orlando,Lake,Lady Lake,1161,209800,-0.001427891,-0.001427891,0.032480315,0.062142418,-0.013317277,2006-10,2006-Q4,240900,-0.129099211,2005-11
9/30/2016,69788,28226,NC,Charlotte,Mecklenburg,Charlotte,1162,321000,0.006900878,0.017110266,0.052804198,0.053808302,0.024333953,2016-09,2016-Q3,321000,0,2016-09
9/30/2016,99092,97123,OR,Portland,Washington,Hillsboro,1163,310500,0.009756098,0.036381842,0.144489495,0.094709535,0.016702931,2016-09,2016-Q3,310500,0,2016-09
9/30/2016,77315,44720,OH,Canton,Stark,North Canton,1164,151100,0.00265428,0.008678238,0.032809296,0.025230994,-0.002028798,2006-07,2006-Q3,154600,-0.022639069,2004-10
9/30/2016,97329,93551,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Palmdale,1165,336500,0.004177857,0.01416516,0.074736506,0.095568593,-0.028603439,2006-08,2006-Q3,451900,-0.255366231,2004-07
9/30/2016,73027,34203,FL,North Port-Sarasota-Bradenton,Manatee,Bradenton,1166,230600,0.004355401,0.01675485,0.080093677,0.093931929,-0.021403191,2006-01,2006-Q1,308000,-0.251298701,2005-01
9/30/2016,82933,56560,MN,Fargo,Clay,Moorhead,1167,180200,0.002782415,0.012928612,0.054417788,0.052987244,0.028314342,2016-09,2016-Q3,180200,0,2016-09
9/30/2016,74387,37604,TN,Johnson City,Washington,Johnson City,1168,131000,0.003062787,0.009244992,0.034755134,0.012847085,0.012672301,2016-09,2016-Q3,131000,0,2016-09
9/30/2016,96653,92111,CA,San Diego,San Diego,San Diego,1169,525900,0.003051688,0.009017652,0.034218289,0.084471771,0.003251938,2005-10,2005-Q4,534200,-0.015537252,2005-04
9/30/2016,79055,48198,MI,Ann Arbor,Washtenaw,Superior Township,1170,95800,0.014830508,0.052747253,0.162621359,0.07285523,-0.033145107,2005-04,2005-Q2,142800,-0.329131653,1999-07
9/30/2016,93432,80501,CO,Boulder,Boulder,Longmont,1171,288500,0.011216264,0.036651096,0.120823621,0.091758482,0.037420996,2016-09,2016-Q3,288500,0,2016-09
9/30/2016,93256,80127,CO,Denver,Jefferson,Ken Caryl,1172,408600,0.005166052,0.015407555,0.09105474,0.083835903,0.033850874,2016-09,2016-Q3,408600,0,2016-09
9/30/2016,62246,11772,NY,New York,Suffolk,Patchogue,1173,262800,-0.004922378,0.000380662,-0.020499441,0.010279088,-0.03087328,2006-08,2006-Q3,360300,-0.270607827,2003-10
9/30/2016,78949,48073,MI,Detroit,Oakland,Royal Oak,1174,200900,0.0045,0.01721519,0.075481799,0.094686637,0.008606824,2016-09,2016-Q3,200900,0,2016-09
9/30/2016,96658,92116,CA,San Diego,San Diego,San Diego,1175,541400,0.001294618,0.000369549,0.048006194,0.094880487,0.011270385,2016-02,2016-Q1,545000,-0.006605505,2016-01
9/30/2016,71903,32257,FL,Jacksonville,Duval,Jacksonville,1176,183700,0.003276898,0.013237728,0.060011541,0.052252178,-0.014689853,2006-10,2006-Q4,213300,-0.138771683,2005-09
9/30/2016,91748,77099,TX,Houston,Harris,Houston,1177,133500,0.00754717,0.023773006,0.136170213,0.093464477,0.017988353,2016-09,2016-Q3,133500,0,2016-09
9/30/2016,96596,92027,CA,San Diego,San Diego,Escondido,1178,426500,0.004948162,0.016202049,0.086347427,0.098118048,-0.010733277,2006-05,2006-Q2,481800,-0.114777916,2004-09
9/30/2016,65677,18974,PA,Philadelphia,Bucks,Warminster,1179,286600,0.010934744,0.030564545,0.039158811,0.016563359,-0.007721691,2006-05,2006-Q2,311900,-0.081115742,2005-02
9/30/2016,97104,93033,CA,Ventura,Ventura,Oxnard,1180,399100,0.006811302,0.018372034,0.069399786,0.09675279,-0.030943372,2006-09,2006-Q3,546500,-0.269716377,2004-10
9/30/2016,60390,6606,CT,Stamford,Fairfield,Bridgeport,1181,164400,0.007352941,0.024299065,0.048469388,0.010933621,-0.039968828,2006-12,2006-Q4,250000,-0.3424,2003-04
